,tweets_VERB
1352,daqui a pouco vou pegar um zica de tanto mosquito
1353,tem um mosquito aqui me picando acho q eh zika
1354,"Tem um mosquito aq no meu quarto, deve ta querendo me passar zika"
1355,Recebi uma mensagem da TIM falando que o mosquito Aedes Aegypti também transmite zika A claro me deixa morrer
1356,será que o mosquito da zika e zika mesmo kkkk
1357,@pqsaylor sim. procura aprender sobre o mosquito e como se desenvolve no organismo e pesquisa sobre zika tipo MUITA ZIKA basicamente
1358,"fiz a prova de biologia hj, so tinha zika, serio pensei q a prova ia virar mosquito e voar"
1359,"Querida tim todo mundo sabe que o mosquito da dengue também transmite zika e etc, obrigado de nada"
1360,"tem mosquito mais povão que o da dengue?? só vem no pobre e nos menos favorecidos até agora n vi rico com dengue, zika etc"
1361,"Fique atento aos sintomas para #Dengue, #Zika ou #Chikungunya. Vamos evitá-las combatendo o mosquito. #CombateAedes https://t.co/bI29C7asjO"
1362,"@pqdan_ várias cobras, várias aranha caranguejeira, vários mosquito da dengue, zika, chycunguya"
1363,@dilmabr isso... agora coloca todos os mosquitos do Zica e chicungunha nessas casas ja q não investe em saneamento básico!!!
1364,Alimentando minha larva do mosquito Zika de estimação
1365,do tanto que ja fui picada por mosquito hoje certeza que peguei zika virus
1366,pq agora todo mosquito q eu vejo já penso q eh o do zika
1367,deus me libre cheio dos mosquito aki pode se o zika querendo me mata nao vai consegui deus eh mais
1368,"Usem camisinha !!! Cês são muito feios para se reproduzir, depois coloca a culpa em mosquito, a zica não tem nada haver com isso."
1369,tem tanto mosquito no meu quarto vo pega zika
1370,"Vale lembrar que as Olimpíadas serão transmitidas em realidade virtual, então vamos ver o mosquito da Zika assim: https://t.co/E9E5HNhD8t"
1371,"Faça um exame no kardec , talvez tenha sido picado pelo mosquito zica, pq o cara ta zicado"
1372,Pegando aqui um zika vírus nessa faculdade de tanto misquito que tá tendo
1373,"Kkkkk a desculpa pra ex jogador Robinho nao jogar é o mosquito da dengue ou melhor isso é zica , zica do cam"
1374,"Tem tanta preguiça no meu sangue... Ki o mosquito do Zika Vírus me picou, e tá ali DORMINDO"
1375,"Acompanhamos um voo do drone caçador de Aedes aegypti, o mosquito da dengue e do zika: https://t.co/gLgMTkVVQL via @motherboard_br"
1376,"tem um mosquito no meu quarto mas eu perdi ele de vista, vai que é um zica virus ou um mosquito da dengue né nom"
1377,tem uma doença nova chamada zika virus causada pelo mosquito da dengue e que foi trazida pelos turistas da copa. por onde começa a rir?
1378,"Perdi o feriadão inteiro por causa dessa zika! Incrível como um mosquito tão pequeno, pode fazer tão mal"
1379,"Acho que esse mosquito da zica está aqui em casa , todo mundo pegando aqui de casa KK"
1380,"Olha que curioso, soube que o mosquito da 'zika' não gosta de pele perfumada. Recomendou usar hidratante corporal como uma proteção"
1381,"Tem uma nuvem d mosquito no quarto cara, tem o suficiente pra me carregarem. Sai zica"
1382,Tem um mosquito aqui na sala e eu to achando que é o da dengue/zika 😳
1383,"@marinatm__ que o mosquito da zika foi criado em laboratório, mas saiu do controle kkkkkk"
1384,Caraca um mosquito zika quer me picar
1385,hj um mosquito me picou era igual o zika e o medo de pegar doença
1386,tem um mosquito mt estranho voando aqui deus por favor nao me deixa pegar zika
1387,"Tem um mosquito aqui na minha volta, sera que o zika virus? Ando tão mal da saúde que se ele me picar, quem morre é ele kkkk"
1388,"Tem um menino tão estranho do meu lado aqui no ônibus, que eu acho que ele é o mosquito do zika virus em pessoa. Igualzinho. Sério. 😮😧😂😯"
1389,Declare guerra ao Zika Vírus e saiba como proteger de forma eficaz você e sua família #SaiZika https://t.co/9pwqBvutZe
1390,Conheça o dispositivo capaz de dispensar quantidades suficientes de larvicida para proteger caixas d’água. #aedes https://t.co/Q3k9jR2gmc
1391,disseram que o zika vírus pode ser transmitido por relação sexual............mas quem vai transar com um mosquisto.....cada uma viu
1392,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/a2xN5oL7Ar #Zika: Água parada pra combater mosquito??? (#Pirula 125)
1393,"@dany_gouveiia sai mosquito, já peguei esse trem esse final de semana, chega de zika. Galo é Galo."
1394,Acho q tem o mosquito do zika virus me picando hue
1395,tem uns mosquitos aqui me picando já penso que é o zika
1396,"'Fiquei em choque quando mosquito me picou', diz grávida da Zona Norte: Na Zona Norte de SP, 1º caso de zika n... https://t.co/jyubyjUQh2"
1397,ligo a tv  tão falando de zika vírus  troco de canal  tão falando de  mosquito da dengue  coloco no jornal tão falando de  chikungunya
1398,"@ferdiazevedo eu sou zika o mosquito nao, eu sou sexy a dengue nao"
1399,"falando em Deus, hoje no BRT uma mulher dizia que a zika não é transmitida por nenhum mosquito. é na vdd a fúria de Deus"
1400,@amostraaraba gravida posta snap com mosquito da dengue 'eu sou zika!!'
1401,Achei mais uma armadilha natural para o Mosquito do Zika Vírus .. Está funcionando kkkkkkkkk… https://t.co/k2GwuDK653
1402,Parece que qualquer mosquito pode ser o zika vairus
1403,"Gostei de um vídeo @YouTube https://t.co/sbkYPEwIed acabar com o Mosquito Aedes Aegypti (dengue, zica, prevenção e cuidados..)"
1404,"Tem uma mordida de mosquito na minha mão e To ficando com vontade de usar boné e óculos espelhado, será que peguei o vírus da zika??"
1405,"Peguei zika, mesmo com todos os esforços do estado e município, pra combater o mosquito. Acho que tem que aumentar as cerimônias, viu."
1406,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/N4MQyAF5ym MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
1407,Gostei de um vídeo @YouTube https://t.co/osWcxQkc0N toda a verdade sobre a farça do zika virus transmitido pelo mosquito da
1408,"Imagina se agr até os mosquito comum passar zika vírus, ta todo mundo fudido"
1409,"Aparece um mosquito aqui em casa eu logo ofereço um fone, se for Zika foge"
1410,"Xô DENGUE! Sociedade Civil e Grupos de Desbravadores se unem para combater o mosquito da Dengue, da Zika e do ... https://t.co/d0DWbVV1er"
1411,"Porra a menina que trabalha do meu lado na empresa tá com zika, agora qualquer mosquito que me picar lá vai ser meu fim."
1412,imagina funkeiro falanso sobre o zika virus NOSSA ZIKA VC VIU O MOSQUITO RESPONSA DA ZIKA LA MO ZIKA NE MANI
1413,"Pega zica, chicungunha sei lá como se escreve, mosquito pra crlh naquela pohha kkkkkk"
1414,"Evitar focos do mosquito da dengue Esta é uma estratégia simples, barata e eficaz no combate ao mosquito da dengue, zika e chicungunha"
1415,"@realwbonner essa barba estamos precisando para acabar com zika virus,imposivel que o mosquito posea entrar nesse mato"
1416,"Quer acabar com a Dengue, Zika, Chikungunya e Febre amarela de uma vez só... deixa o MEC cuidar dos mosquitos... https://t.co/aZQVFoFrug"
1417,"disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu"
1418,"Confira tudo o que você precisa saber sobre o Zika vírus, microcefalia e como proteger a sua gestação! https://t.co/w9IcTD3MLp"
1419,#naoficoparado #naoficoparadoco #naoficoparadorotele Vamos acabar com esse mosquito q trasmite a dengue o Zika... https://t.co/kZT6gVS6FH
1420,Ferrou. O vírus zika sobrevive em mosquitos Culex. https://t.co/f8SyRaY0uK
1421,"Tem tanto mosquito nessa ufsc que ja devo ter pego zika, dengue e chikungunya, dá até pra pedir musica no fantastico"
1422,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu!"
1423,Aproveita e mata uns mosquitos do zika gente é a chance de erradicar kkkkkkkkk https://t.co/FLA1QpBqK4
1424,"Convidamos você e sua família para a mobilização no dia 5 de março em prol do combate ao Zika Vírus, causado pelo mosquito Aedes Aegypti."
1425,"Cheguei a uma fase na vida em que tenho mais medo de mosquito que de gente. Me chama pra passear na cracolandia, mas não me chama pra zika.😔"
1426,"Pegamos o mosquitão, agora falta a Zica e o aedes egípcio.... https://t.co/PsZYC7BEBv"
1427,"Matei esse mosquito aqui em casa, alguém pode identificar se é o zika? https://t.co/9jyxDKBq4f"
1428,Saiba quais são as #Plantas #Repelentes de #Mosquitos.https://t.co/ze19M7jjQJ #Dengue #Zika #Microcefalia #Epidemia https://t.co/Dvh4DAPg7g
1429,imagina esse povo todo batendo palma pra matar mosquito da zica™
1430,tem um mosquito da dengue zika chicunguya aqui griro
1431,"Querem acabar com o mosquito, mas brasileiro é um bicho tão porquinho que vai dizimar a população de zika e não vão tomar jeito..."
1432,@demetrinando @emillycaabral Que o Mosquito ZIKA ganhe nas Eleições   ... https://t.co/20bHxDR4QM
1433,"'Preciso fazer alguma coisa pra tirar essa zika' Ramiro, atleta do Grêmio picado pelo mosquito."
1434,@dorgadoplay qual foi mano ta me tirando?  Noix é zika mas num é mosquito u.u morô
1435,dá pra criar uma banda de sertanejo com o nome da doença dos mosquitos aí.. 'chiku e gunya ft. zika'
1436,"Investem $milhões$ pra criar vacina contra dengue, zika e outros... mais não criam a porra de um veneno pra matar o mosquito!"
1437,tem mosquito aq vo liga o ar melhor fica pobre por causa d energia q zika ne
1438,Descoberto o principal lugar de procriação do mosquito transmissor do Zika vírus: o líquido parado no cérebro da Presidente.
1439,"Cuidado c a Zika, dengue e chikungunya. @gnatalini dá algumas dicas p combater o mosquito. https://t.co/WG17rFVXIt"
1440,Levei 3 picadas de mosquito agora... Medo de dengue e zika
1441,Faça a sua parte para eliminar o mosquito que pode causar tantas doenças #aedes #Zika #ZikaZero #Dengue #Chikungunya https://t.co/x25rU65lxG
1442,"Informe sobre focos do mosquito Aedes Aegypti, transmissor da dengue, Zika e Chikungunya. https://t.co/caO5nZGCrI"
1443,"kkkk...ta certo...mas como ainda não há habitantes por lá, tomem cuidado c/ mosquito do Zika...deve estar infestado https://t.co/0RVP4qVrJl"
1444,Pense num mosquito do cão é esse tal de Zika Vírus
1445,"Tem um mosquito zika aqui so camperando, ele acha que eu nao fraguei ele não."
1446,"Saiba mais sobre mosquito Aedes, dengue, zica virus e febre chicungunya no TVE Repórter: https://t.co/i74m831OUp"
1447,"@ewjauregui os eua tao tomando atitudes com 4 casos de zika no pais o mosquito nem ta la e eles tao botando fogo na porra toda, agora aqui.."
1448,"@infomoney no Brasil tudo é ZIKA e tudo é epidemia, mosquito e governo tudo leva a morte!!!"
1449,VEJA PORQUE O PAÍS ESTÁ ZIKADO - Dilma inventa mosquito zika e vírus aedes aegypti https://t.co/6ZZZ2mbo4s
1450,"@ewjauregui pior, eu acho que o mosquito ta aqui na america latina so, la fora o que acontece é o indivíduo que pegou zika aqui e foi p la"
1451,"ta tudo congelado mas a zika ta pegando, esse mosquito é brasileiro msm e n desiste nunca https://t.co/RXleRL83qv"
1452,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/hFDyMwmCeE MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
1453,Vale a emoção de navegar no mar de merda da baía da guanabara driblando os mosquitos transmissores da zica https://t.co/llQhAaMUNA
1454,"Tem Chikungunya,  Zika vírus ou Dengue, voando aqui no meu quarto, ta loco!  Sai mosquito ... Sai!"
1455,@letraslimitadas Tu quer o que Nersão? Ontem a PresidANTA criou até um mosquito rival o Mosquito ZIKA e o Vírus Egípcio. kkkkkkkk
1456,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/fzrYyTIyoT MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
1457,"Pelo que tenho visto, o mosquito do Zika é multifuncional, né? transmite em vários formatos: beijo, sexo, gravida, bunda.... Não perdoa nada"
1458,Gostei de um vídeo @YouTube de @ninnjanoob https://t.co/xaFI6NraKD Plague Inc: Evolved ☯ DENGUE!!! FUI DERROTADO!?! (MOSQUITO ZIKA
1459,Acho q acabei de matar um mosquito zika/dengue/chikungunya
1460,"acho que fui picada por um mosquito que passa zica, socorro #askbelieber"
1461,Gostei de um vídeo @YouTube https://t.co/RyE5Cvi1w8ão é infectado pelo Zika Vírus e vira o mosquito da dengue
1462,"@larissacamposf só não sou imune porq ainda existe o mosquito, porq se não fosse ele de zica eu não morria"
1463,@psael @GABRlELPINHElRO zika? Esse mosquito? Será?
1464,gostaria de saber por que os mosquitos se reúnem no meu quarto????? sai daqui zika toma teu rumo não te quero nunca mais
1465,Precisamos continuar combatendo o mosquito transmissor da #Zika. O vírus pode afetar também o cérebro adulto!  https://t.co/VkvKb7AatY
1466,"Botaram o nome desse vírus aí de 'zika', já imagino um mosquito com um óculos espelhado, um nike, um bonezinho de carroceiro"
1467,"Mata inseto eletrico ClearPassage.  Elimina o mosquito da dengue, zika entre outros.… https://t.co/fTTCXsfSFC"
1468,vamo mermo acabar com terrorismo se a gente não consegue acabar com a porra de um mosquito https://t.co/izaVAVz6VT
1469,Saiu o diagnóstico aqui que fui picada pelo mosquito Zika
1470,"Mata inseto eletrico ClearPassage.  Elimina o mosquito da dengue, zika entre outros.  Certificado… https://t.co/piKEsvyNwG"
1471,@maah_a ainda mais agora que eu descobri que o 'mosquito da dengue' transmite o virus da zika
1472,"Transmitido pelo mosquito da dengue, zika chega ao Brasil https://t.co/Hu6AHXM6K8"
1473,Gostei de um vídeo @YouTube https://t.co/ieFYivw6DKão é infectado pelo Zika Vírus e vira o mosquito da dengue
1474,"@nunnotario cuidado pra não entrar mosquito. olha, otima pergunta @DulceMaria pernilongos ou zika?"
1475,"Aprenderemos a fazer Repelente caseiro pra afastar o mosquito da Dengue, Zika e Chikungunya. https://t.co/EoK6e8nYkw https://t.co/80FLay3GSL"
1476,Sabe como identificar um mosquito zika? Deixa ele te atacar na cara no metro lotado tamanha 9 e tralalá da manhã.
1477,"Tem um inseto que está causando uma Zika, ameaçando a vida de bebês. E não, não estou falando de um mosquito. Estou falando de abortistas."
1478,"Vejo geral falando mas não sei Oq esse zika vírus faz, a única coisa que sei é que vem do mosquito"
1479,Falam tanto do mosquito da dengue/zika vírus mas ninguém sabe q soltam esse tal 'mosquito do bem' q não é do bem toda semana aq no meu bairr
1480,miga se oned n passa hj vou jogar praga de todos esses mosquitos de dengue ou zika seilá q merda picarem em vc #MTVStars One Direction
1481,Acho q vou pro inferno. Se eu contar pra vocês q qnd falam zika virus na tv imagino um mosquito com boné de aba reta e cordaozao de prata.
1482,Sai Zika! O verão é a estação do ano preferida dos brasileiros e também dos mosquitos... Agora com a descoberta... https://t.co/dewcIVbLlT
1483,"Sinto a picada de um mosquito 'CARALHO CARALHO TO COM DENGUE, AIDS, GONOREIA, ZICA, VOU MORRER'"
1484,Saiba toda a verdade sobre a farça do zika virus transmitido pelo mosquito da dengue ! https://t.co/hflq2EhFAV
1485,"Comprovado que o mosquito Aedes aegypti é transmissor do Zika vírus, além da dengue. Estados e cidades se... https://t.co/MhfZjidppp"
1486,"Redobre os cuidados para evitar a proliferação do mosquito que transmite dengue, chikungunya e zica. https://t.co/eApSbluDX8"
1487,"'É preciso ter um olhar nacional no combate ao mosquito transmissor da dengue e zika, já que é fundamental a ajuda de todos' #falagovernador"
1488,acho que essa porra de mosquito picou algum petista e esta agora distribuindo zika para os outros.. https://t.co/jXwZkr63QY
1489,"Colocam notícias bombástica: 'Exército vai combater a zika'. Como? Metralhando mosquitos?  Mais uma vez, espere pelo pior."
1490,Saiba toda a verdade sobre a farça do zika virus transmitido pelo mosquito da dengue ! https://t.co/fvDEUcKn5y
1491,Tem um mosquito que chama zika? https://t.co/TDZiVN70hf
1492,"Fique esperto contra o mosquito da #Dengue, #Chikungunya e #Zika, elimine criadouros: qualquer local com água parada https://t.co/7bcWlUXDIm"
1493,Grávidas: Veja cinco dicas para se proteger do vírus zika.  1.      Evite a proliferação do mosquito… https://t.co/gKQt6jd94t
1494,Grávidas: Veja cinco dicas para se proteger do vírus zika https://t.co/eiHfmKFXqX https://t.co/nIFLV8XO4z
