,tweets_pronouns
1156,"Eu estou criando alguns mosquitos de dengue e zika vírus num aquário, melhor que peixe"
1157,"Dengue, zica e chikungunya... um monte de mosquito já me pegou, to até com medo"
1158,todo mosquito que eu vejo agora eu já acho que o Zika-Virus 😂👌🔫👊😒
1159,@JorgePontual Meu Deussss!!! A presidentA inventou a mosquitA pq sua mãe grávida foi picada pelo mosquito e pegou a Zika! 😜😜😜
1160,"Mil mosquitos m morderão do meu lado, 10 mil m morderão do lado direito, mas eu não serei atingido por nenhum zica, chycocunha e bla bla bla"
1161,mosquitos me picando socorro zika virus
1162,"não dá nada, o mosquito já assumiu a nossa zika."
1163,qualquer picada de mosquito eu ja acho que é a zika
1164,meu deus tem um mosquito aqui sera q é zika virus¿
1165,"Se eu for mordida pelo mosquito da Zika, vou ficar bolada."
1166,Acabei de ser atacado por uma família inteira de mosquitos tomara que os moleque zika não venham me visitar
1167,"tem um mosquito me rodeando e to com preguiça de ligar a luz e procurar, pode ser o aedes, e agora????? pegar zika ou continuar deitada????"
1168,quando alguém comenta nas minhas fotos 'mina zika' eu já acho que tô com cara de mosquito da dengue
1169,"Ou ser picada por mosquito e achar que é zika, e que o virus vai sofrer mutaçao no meu corpo e vou apresentar sintomas novos e piores."
1170,"Sempre que alguém fala de mosquito, eu lembro logo de zica kkk 🐜⚠"
1171,vcs ai perdendo o tempo falando do gremio e eu aqui debatendo pq o mosquito eh zika b noite
1172,Como que dorme com esses mosquito lokos pra me passar uma zika?
1173,acho que o mundo pegou zica ... aqui em casa oq n falta é mosquito se eles me mordem eles que morrem. sou a cura pra zica
1174,Se eu tiver com zica eu to fudida.. To toda calombada de mosquito
1175,Eu não aguento mais esse povo falando em porra de ZIKA e em mosquito! #MaisVoce
1176,Povo e muito frágil mesmo! Manipular pessoas nunca foi tão fácil! Zica vírus. Mosquito microcefalia???? Acorda meu povo! Isso não existe
1177,"Utilidade pública: Você sabia que, pendurando páginas da Sexy com Geisy Arruda nos cômodos da casa ajuda a espantar o mosquito da zika?"
1178,"Pqp tô com coceira de mosquito nos dois braços, certeza que peguei zica"
1179,Acabei de matar um mosquito da dengue (é listradinho) que estava perto de mim... Agora fico pensando qual a chance de eu pegar um Zika vírus
1180,Uns cara do exército foram na minha escola falar sobre o mosquito da dengue e esses negócios do Zika
1181,Quem acha que o vírus zika é transmitido só pelo mosquito Aedes Aegypti é porque não conhece minha sogra.
1182,"󾍘ATENÇÃO FUTURAS MAMÃES󾍘Melhor bracelete repelente para mosquito aqui nos EUA, mais uma arma contra a Zika!  .... https://t.co/kQYmilk20t"
1183,Nao da pra ficar dentro de casa porque calor nao da pra ficar no quintal porque mosquito da dengue zika sua mãe
1184,eu olho os mosquitos por aqui e penso 'sera que é o da zika?' q
1185,Estou c 2 picadas de mosquito no pé Fui picada na escola Minha professora tá com zika vírus  ...
1186,"@bruno_SEP1988 muito bem observado, meu Brother. Um mosquito com proporções maiores, incluindo o tamanho da zika.. hahahaha"
1187,a partir do momento que descobriram a existência do zika vírus pra mim todo mosquito é ele
1188,"Mosquitos brincaram com meu corpo. Devo estar com dengue, zika, a porra toda"
1189,"Nossa arma mais potente contra o mosquito q transmite dengue, zika e chico cunha, são os memes https://t.co/0DN0KPAegh"
1190,"tem uns mosquitos aqui querendo me sugar, se eu pegar dengue zica ou chikungunya eu vou ficar bem puta de raiva"
1191,esse negocio de zika virus ta me atormentando pq eu n consigo dormi sem ter pelo menos 3 raquete daquela mata mosquito do meu lado
1192,"Essa zika ja esta me tirando do seriio,mds esse mosquito ta me fazendo trabalhar &gt;&lt;"
1193,A UFJF apoia a campanha #ZikaZero realizada pelo MEC. Vamos combater o Aedes aegypti e proteger o nosso povo do zika e das outras doenças!
1194,Deu zica no zika ou a gente é trouxa mesmo? Será o mosquito ou algum químico que nos empurram boca abaixo?... https://t.co/M2W783gEBr
1195,Tudo de preservativo em punho a bater nos mosquitos RT @JornalNoticias Papa admite uso de preservativo para combater o vírus zika https://
1196,"Ai tem um mosquito na mnh perna, eu levanto pego a raquete, mato, quando vou ver é aquele q transmite o zika. Ai to c um pouquinho de medo"
1197,"com o tanto de mosquito q eu mato, ja era pra esse #ZikaVirus tá erradicado"
1198,Eu acho que o melhor conselho para as mulheres gravidas se protegerem do zika é: não ficarem grávidas
1199,Engraçado que nd muda minha opinião de q o zika é o vírus do mosquito alterado geneticamente...
1200,@DorgasPerazza zika vírus que eu to dizendo é os loco que se veste igual mosquito kkk
1201,"Eu não entendo, os mosquitos tão mais zika que os MCs ✋😂"
1202,@RevistaISTOE mostrar como tá o saneamento basico nos bairros pobre no brasil para combater o mosquito da zica
1203,"Eu desejo que o mosquito do Zica destrua a humanidade. E desejo de coração... Fim da humanidade ja, sem pena. https://t.co/jpDTTRaiWK"
1204,muito mosquito e eu cheia de medo por causa do zika deus me livr
1205,Quando me falam zika virus eu penso em um mosquito funkeiro
1206,com esse negócio de zika vírus sempre que chega um mosquito perto de mim já cago de medo #askbelieber
1207,"Não sei como ainda não tive zica, tanto mosquito q me morde.. Meu sangue ta tipo mel, só pode !"
1208,essa popularidade q a zika tá ganhando construiu um preconceito em mim qqr mosquito agr eu acho q é aedes aegypti
1209,"agr qlqr musquito q chega perto d mim eu ja mato, vai q é o do zika virus"
1210,"Deus é mt bom pq já levei tanta picada de mosquito que se fosse p eu ficar doente já tinha tido as 4 dengues, chikungunya, zika e os crl"
1211,"Tem um mosquito voando aqui no quarto, so vou dormir quando eu matá-lo Ta maluco pegar zika virus"
1212,"Hoje eu levei umas 10 picadas de mosquito, só espero que nenhum tenha me transmitido dengue, zika e aquela que nunca sei escrever"
1213,"mt mosquito me comendo, to com dangue , zika n sei mais de nada"
1214,A Dilma ta pedindo ajuda até pros evangélico pra acabar com o Zika. Sera que ela ta querendo uma sessão de descarrego nos mosquito?
1215,"Meu pai ta tão neurótico que qualquer mosquito, abelha, mosca ele já acha que é vírus zika"
1216,Mosquito me picou na perna e doeu mt será q foi o zika vírus!'???????
1217,"Se eu não pegar zica hoje eu não pego nunca mais, pq tem é mosquito nessa porra"
1218,"queria pegar a zica ou algo parecido, mas nem os mosquitos querem me picar"
1219,"É , aconteceu o que eu mais temia . Essa mosquito malvado me pegou de jeito . Zica, Dengue e o outro lá .😓"
1220,Minha timeline tá tão parada que já já o mosquito da zica vai começar a se reproduzir nela.
1221,"Agentes contra o mosquito da #Dengue, #Chikungunya e #Zika estão  nos bairros: Maria Cristina e Assistência Nebulização:Centro e Mª Cristina"
1222,"Daqui a pouco vou pegar esse tal de zika vírus, poh na minha casa tem uns 20 mosquito com aquele bagulhinho preto e branco"
1223,"qual o risco de eu pegar dengue, zika e o outro negócio lá...  quando seu pai e seu irmão pegaram e sua casa está cheia de mosquitos ?"
1224,"seja caridoso e venha visitar nosso mosquito zika vírus, paul VA 2017 WITH PAUL WESLEY"
1225,nego ta falando em ficar 4 semanas sem transar p causa do mosquito da zika gente se for assim eu sou imune já até a mordida de tubarão
1226,"Eu estava de boa lendo livro ate o mosquito q transmite zika, dengue...apareceu na pagina, Fechei o livro varias vezes ate cansar"
1227,Já vou avisando praz expeçais voadoras ! Passo perto poso em mim ! Se eu ver vou mata tudo se foda 😂👌 quero nem saber s for mosquito ou zika
1228,"Eu vi uma pessoa e falei: caraca, igualzinho o mosquito da zica   Como eu cheguei nessa conclusão?"
1229,todo mosquito que minja mae ve agora eh dengue ai aparece uma mosca nossa olha o mosquito da dengue zika virus se cobre vai morre
1230,"Boa noite! Hoje eu passei o dia na USP, e infelizmente as notícias sobre o Zika são alarmantes.Pelo amor de Deus, vamos combater o mosquito!"
1231,"[22h02 18/02/2016] JoJosi: tu é o mosquito né [22h02 18/02/2016] Bianca : Não,  eu sou o próprio vírus da zika"
1232,"E esses mosquitos da dengue, zika e chikungunya me mordendo, q inferno, pena q sou forte demais p eles"
1233,'Eu acho que quando eu estava gravida o mosquito que transmite a zika me pico!  Por que ninguém merece um filho desses' 😂😂😂😂 num aguento
1234,"Tem um mosquito no meu quarto insuportável, torcendo pra não ser zica se não fodeu"
1235,todo mosquito que me pica eu ja acho que é zika virus
1236,"gnt imagina se ao inves de zika, dengue os mosquito fosse pique cupido? nos tava bem, pique JJ geral junto"
1237,Um mosquito me picou ferozmente neste momento. Agora que pego zika
1238,"dengue e zika em menos de um ano, acho q eu devo ser imã pra mosquito pq não é possível"
1239,Hoje o mlquinho chegou pra mãe e falou q tava com zika pq tinha uma picada de mosquito a mãe falou oq era ele falou então mosquito da zika
1240,"Me falaram q vc pode pegar zika através do beijo,povo doido quem é que vai beijar mosquito? #VemSdvComOsTagueiros"
1241,"Ta cheio de mosquito no meu quarto, SAIAM DAQUI ZIKA VIRUS"
1242,Eu vejo qualquer mosquitinho e ja penso  que é  o Zika vírus o que eu nem sei se é  um mosquito
1243,namora cmg eu prometo te proteger do zika vírus
1244,Todo mosquito que me pica eu já acho que é zika virus KKKKKKK
1245,"Dps da aula de hj, todo mosquito que me pica, acho q é zica 😂"
1246,"Eu ia dormir na sala, mas tem tanto mosquito q fiquei com medo de acordar com zika"
1247,"Porras, eu acho q é hj q eu pego esse zika vírus, mosquito n tao aceitando aq no quarto"
1248,"Tanto mosquito me mordendo aqui, acho que amanhã vou acordar cheio de Dengue, Zika e Chicumgunha kkkkkkk Sei lá como se escreve isso"
1249,Chegou um mosquito perto do meu ouvido ele ta ouvindo funk deve ser o zika virus
1250,Todo mosquito que me pica ja acho que vou ficar com zika vírus kkkk
1251,Toda hr sinto um mosquito em mim e acho que é zika
1252,"@Goes_Music Hshushas starta guerra nos mosquito e pá, só não perde pq eles já passam zika, tiverem armado nós tá fodido"
1253,entrei na cozinha e me deparei com o zika vírus mas antes um mosquito q uma barata
1254,eh muito mosquito me picando p mim saber qual é o zika vírus
1255,todo mosquito que me pica eu já acho que é zika vírus 😂😂😂😂
1256,"um mosquito me picou, socorro deve ser zika"
1257,eu prefiro que o mosquito me pique e eu pegue zika do que ele picar uma mulher gravida obvio ne
1258,"Peguei Aedes Aegypti, o mosquito Zika me picou."
1259,Os mosquito me comendo aqui Medo de ser zika dengue sei lá
1260,"Vocês ai no sul preocupados com zika virus, tsc, estou no norte, aqui eu desvio de mosquito zika na rua andando de bike"
1261,Todo mosquito que me pica já acho q é o zika virus
1262,"to com um trauma ,,qualquer mosquito que passa por mim eu acho que o zica virus  #ComandoTagSegueVc"
1263,Disseram que o zica vírus pode ser transmitido pelo beijo. Mas quem vai beija um mosquito? É cada uma que me aparece. 󾌴 󾠣󾮞󾍇󾌵
1264,"Agentes contra o mosquito da #Dengue,#Chikungunya e #Zika,estão nos bairros:Jd.Novo e S. Miguel. Nebulização:Jd. Brasília. Colabore"
1265,Tem um mosquito no meu quarto Sai daq zika virus
1266,fico me perguntando se o guri que eu conheci que o apelido é zika tá sendo muito zoado de mosquito agora
1267,É tanta gnt pegando dengue/zika/chicu q qd vejo um mosquito p cima d mim já do um grito e corro 😂 pqp o mosquito q vi duvido q era muriçoca😢
1268,"Temos que nos unir para combater o mosquito que transmite dengue, zika e chikungunya. #PrefeituraQueFazAcontecer https://t.co/5pLgFYEGVJ"
1269,@oConsciente Conte comigo Minha linda Dilma Rousseff contra o Aedes causador da dengue; Zica;Chicugunha Vamos todos acabar com esse mosquito
1270,Nossa fui picada pelo mosquito da zica parece apareceu um treco estranho no meu pescoço
1271,Trilhos Da Zika: Lixo Nos Trilhos De Madureira Favorece Proliferação De Mosquitos https://t.co/A1zCJjukHO #zika #ZikaVirus #Rio2016
1272,"Qualquer mosquito que chega perto eu já mato, pra mim tudo é Zika"
1273,Flagrante: lixo nos trilhos de trem de Madureira causam perigo d proliferação do mosquito do Zika Virus https://t.co/7Kk5UfqRY5 @InformeRJO
1274,Todo jornal que eu vejo tem notícia sobre o zika/dengue chega não quero mais ver mosquito
1275,"tinha um mosquito da dengue hj la na sala, se eu pegar dengue, chico cunha ou zica, vou denúncia a escola"
1276,"Vejo um mosquito ou pernilongo, já mato ele antes de chegar perto, vai que eu pego esse zika, pela Mor de deus"
1277,Tudo os mosquito que me pica eu já acho que é Zika Vírus que medo
1278,O mosquito picou é zika vírus e os atingidos digam 'amém senhor'  #QueroNoTvz Beija-flor me beija @BruninhoeDavi
1279,"essa zika n sai de mim mano, q diabo de mosquito q foi me picar"
1280,to tentando capturar o mosquito zika na minha pokebola
1281,Agora todo mosquito que aparece aqui em casa minha mãe grita 'É DA ZIKA'
1282,"ha muito tempo que eu ando com o rosto todo marcado do  mosquito, acho até que eu que passei a zica pro mosquito,"
1283,"Se eu te falar que esse mosquito Zika vírus eu fui conhecer ele ontem vendo fotos, mas eu já tinha visto ele só que não sabia q era ele"
1284,fazendo minha parte contra o zika perseguindo mosquitos nos sites do governo federal
1285,Todo mosquito que eu vejo agora eu acho q é Zika Virus
1286,que nervoso me da essas fotos de reportagem sobre zika com uma mao cheia de mosquitos
1287,Como matar o mosquito da dengue e zika com inseticida caseiro feito de fermento e açúcar mascavo: Nos dias atu... https://t.co/ZFcvIZ2ZC0
1288,Se eu pegar zica a culpa é da oi que não conserta meu WiFi... Tô tendo q ficar aqui na varanda cheio dos mosquito
1289,"Temos que nos unir para combater o mosquito que transmite dengue, zika e chikungunya. #PrefeituraQueFazAcontecer https://t.co/9rMYYGJYk2"
1290,esse pátio do cursinho tem mt mosquito mds to vendo a hr de eu pegar zika
1291,@ba97fm @voolimpiareal hoje eu Vi um mosquito da Zika que tava tão gordo de sangue que parecia uma Galinha de Angola..
1292,Acabei de mata um mosquito na minha perna DEUS ERA O ZICA ?
1293,"Eu devia agradecer aos céus por não ter pego dengue, Chico cunha ou zika. PQP COMO EU SOU IMÃ DE MOSQUITO!!"
1294,todo mosquito que me pica eu já penso q é zika vírus
1295,minha professora disse que o mosquito gosta de picar em pessoas de roupa preta agora não da nem pra ser gotica q já pega zika
1296,"Agora qualquer mosquito que eu vejo, já acho que é o zika"
1297,Vei ai um mosquito me pica ai ja acho que é zika virus
1298,o mosquito pode ser zika mas nos é m1l gr4u
1299,"Esses mosquitos aqui me piscando, espero que não tenha uma zika por perto."
1300,Ih rapaiz tão usando isso nos mosquito pra não passar zika https://t.co/lqW40LGpNW
1301,"Jesus amado, tem MT mosquito no meu quarto! Já levei umas 20 picadas só hj! To c medo de pegar zica 😦"
