,filtered_tweets_pt
253,"Carnaval encerrando e uma certeza. Se peguei zika foi pq o mosquito me picou, o mizeravi."
254,Imagina que horrível pegar o zica vírus por um mosquito e não por um beijo pq vc ainda é bv
255,"Acho q tinha q ter 1 Medida Provisória contra infidelidade do Aedes. Dengue, chincungunha, zika... mosquito infiel! https://t.co/zSGtDlMCav"
256,não tem mais dengue nem zika pq os mosquito morreram tudo queimado RT @laviednana: x.x https://t.co/JW5bRxaDT4
257,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/tjLR3D7Kar #Zika: Água parada pra combater mosquito??? (#Pirula 125)
258,Quando sou picada por um mosquito já fico preocupada achando que é zika
259,@GimaMaravilha Olimpíadas do RIO ameaçada por causa de um mosquito. BRASIL: O PAÍS DO ZICO E DA ZIKA.
260,"@Annabellyridlle o mosquito da dengue / zika /, chikungunya agora transmite axézia, a doença q te faz ouvir axé"
261,"Mosquitocidio. Não apenas o Aedes, mas todas essas pestes #Zika  #Dengue   https://t.co/HBpIL1HvbQ"
262,Todo mosquito que eu vejo eu penso logo que é o da Zika!
263,Como assim zika pode ser transmitido pelo beijo? QUEM VAI BEIJAR O MOSQUITO?
264,@ rede Globo quero ver estes carros alegóricos do carnaval  vam ficar jogados e abandonados  pelas ruas de SP p criar o mosquitos  da zika
265,Fantasiado de 'mosquito zika' ? Cuidado na praia hemmm... https://t.co/4HrYjU6hVG
266,"Portugal, o país que não controla as fronteiras em tempos de terrorismo, mas fecha as fronteiras devido ao mosquito zika"
267,Então fizeram um update no mosquito e o vírus da vez é o Zika.
268,"Zika Vírus e seus amigos.  O vírus da zica é transmitido através da picada do mosquito Aedes aegypti, causa a... https://t.co/cdczCTcmsl"
269,"tenho um mosquito gigante no quarto, será que é um zika??????"
270,Eu sabia que esses mosquito da dengue ia dar zica
271,"Nossa mano, Lucas me mostrou um post de um cara falando q o zika virus foi implantado nos mosquitos p Pais ganhar dinheiro vendendo remedios"
272,Mosquito da dengue deu zika! heheeee
273,eu to com maior medo do zika virus serio qualquer mosquito faco um escandalo
274,Feriado acabando! Isso só pode ser culpa do 'mosquito zica'
275,Por que mosquitos picam algumas pessoas mais que outras? Saiba sobre o vírus da zica https://t.co/hA0jNrmwA1 https://t.co/iyNLimmCTV
276,como assim tem um lago com larvas do mosquito transmissor da zika na ufrj? como que deixam isso acontecer? esse povo ta sem noção mesmo
277,Muito ruim essa tal de zica!  Toda empolada.Maldito mosquito.  :'(
278,"Não, a zika não é causada por mosquitos transgênicos criados por: Aliens, Iluminati etc.  https://t.co/cTNSJzQsKr #ZikaVirus"
279,"Eu mato um mosquito, depois procuro o corpo do defunto para a análise de zika"
280,"quer dizer que o zika vírus vem dos mosquito geneticamente modificado que foram soltos pra acabar ca dengue? que ótimo trabalho, nao?"
281,vários mosquito zika
282,@Folha_OnIine olhem ae oque acham sera que esta modificaçao do mosquito nao foi isso  https://t.co/gdHCL1Bo0x
283,Mosquito transgênico = zica  Teoria DENUNCIA aterrorizante!  https://t.co/q5eYxf1fEr
284,A #ClinicaLudus também está em campanha contra o vírus Zika e o mosquito Aedes Aegypti!  Este link do governo é... https://t.co/pdNF3mt21f
285,@pandradeespn será que o mosquito passou ZIKA para o Benteke??  #copadainglaterra
286,NA LUTA CONTRA O ZIKA: Não podemos perder para um mosquito! Todos juntos podemos por um fim nos focos de... https://t.co/nBjwJetdzT
287,MosquitoTransgênico - Zika e Microcefalia - Qual a Relação? https://t.co/f9DEAE0Fpj via @YouTube
288,"Já é oficial, 100% de certeza, dizer que o zika pode ser transmitido de outras formas, além da picada do mosquito?"
289,"Mumbai Braces for Zika, Intensifies Mosquito Control Around Airport - Breitbart News: Breitbart Ne... https://t.co/VfOGQW8nno MumbaiTimes"
290,Qualquer mosquito que chega perto de mim agora eu mato por medo de ser o zika vírus
291,todo mosquito pra mim é zika vírus
292,minha tia disse que a homossexualidade vem igual o zika vírus por um mosquito KKKKKKKKKKKKK EU MORRI DE RIR
293,Nss ta tendo tanto mosquito Zica que eu acho que o novo mascote do brasil vai se chamar Brazica
294,a mulher falando de zika no jornal e o mosquito vida loka pousando na tela da tv durante a reportagem
295,'Zika virus é transmitido por beijo' Quem que vai beijar um mosquito irmão 🌝
296,voltando a programação normal criticando mundo musical e reclamando até da cor da asa do mosquito que passa zika
297,Prevenção contra o mosquito da zica. https://t.co/WAfj9ANrPi
298,"se o mosquito me picar, n vai dar nada, pq zika eu ja sou mesmo"
299,"Pelo jeito tinha um mosquito da zika no olho, policial matou antes que picasse o meliante. Parabéns pra polícia!!! https://t.co/6TfoinPJc1"
300,#Saúde #Gestantes O vírus #Zika é transmitido por meio da picada do mosquito Aedes aegypti: https://t.co/7sPbnmFroG https://t.co/WYViAMxUSe
301,to com tanta picada de mosquito pelo corpo que se uma delas não for dengue/zica/chikungunya é porque deus existe e ainda não desistiu de mim
302,"Se todo esse povo se unisse da mesma forma contra o mosquito Edes Egipts, o vírus da Dengue, do Zica e da... https://t.co/3KBCmkTnen"
303,zika virus esse nome eh loco ne imagima um mosquito com oculos espelhado e correntao mano
304,Tanto animal em extinção e essa peste de mosquito continua aki passando zika vírus
305,Gostei de um vídeo @YouTube https://t.co/UFI4Q6gyG9 CASEIRO PARA MOSQUITO DA DENGUE CHIKUNGUNYA E ZIKA!
306,“Combater o zika vírus tentando apenas erradicar o mosquito não funcionará” https://t.co/Shf5gUHwnX
307,"@kellbrz @_arqueira_ @bbcbrasil o mosquito foi erradicado do brasil nos anos 60, e voltou nos anos 90... Mas a zika é nova"
308,Mosquito ZIKA nas praias do Rio https://t.co/LOPoqBB6vJ
309,meu irmãozinho tá assistindo a matéria do zika vírus e morrendo de dó do mosquito morto
310,Por que não combater o #mosquito da #dengue e #zika vírus com soluções baratas? https://t.co/UlyPNMrD4n #cidades
311,"@o_antagonista Lembrando que o mosquito da dengue, zika, chikungunya, etc... não escolhe cor, religião, escolaridade, classe social @dilmabr"
312,Hoje eu to igual o mosquito To ZIKA mano
313,"Torres Couto: Um olhar critico e imparcial: Um mosquito histórico, o que transmite o Zika https://t.co/JOmmCMcE1I"
314,Contabilizando até agora 17 picadas de mosquitos Pelo menos 4 de dengue e 3 de Zica. O resto apenas bobices.
315,Minha vida amorosa tá tão parada que tô com medo de dá o mosquito do zika
316,mutação mosquito zika virus https://t.co/mMZHXHpCz2
317,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/tsR4nDN8rN #Zika: Água parada pra combater mosquito??? (#Pirula 125)
318,Fora Zika Virus - Se Previna contra o Mosquito da Dengue: https://t.co/Gm4JZlS96R via @YouTube
319,Afasta até mosquito da dengue e zika! 😂 https://t.co/cFwHE5Ikk7
320,"MEU DEUS, COLOCARAM UNS MOSQUITOS ZICA NO SITE DO TJMG , bicho em 3D, só pode, porque sáporqueira vem pra cima da gente !"
321,Remédio utilizado para tratar malária pode proteger fetos contra zika https://t.co/9WW0u7LRt1
322,"A luta contra o mosquito transmissor da #dengue, #zika e # Chikungunya continua! Fique atento a possíveis criadouros https://t.co/T5CgJQcE5c"
323,"nossa senhora, a página do TJMG me enganou de novo com esse mosquito zika***, vou sair desse çaite' rs"
324,"'Festinha zika' Quando falam ZIKA só consigo lembrar da doença, do mosquito..."
325,"#SeEuPudesse Não bastava a zika da vida, aí vem a zika do mosquito."
326,Aqui no rj tem um mosquito pior q o zika é o mosquito boca nervosa
327,"Antigamente essa hora minha dm não parava, hoje em dia ela ta tão parada que ta com zika de tanto mosquito que tem"
328,Não. Não são mosquitos da zika. Os drones captam as imagens aéreas e se revezam no ar #surfenaespn https://t.co/XgMoUugjqz
329,"NOVO MINISTRO  Barros falou também do combate ao Aedes aegypti, mosquito transmissor de dengue, zika e... https://t.co/IdNLUgFJpK"
330,"Compartilhe e ajude no combate ao mosquito transmissor da zika vírus, dengue e chikungunya! https://t.co/3An0Ia9MKR"
331,"Ricardo Barros quer usar mosquito transgênico contra dengue, zika e chikungunya https://t.co/sbZSVRIPAG via @redebrasilatual"
332,MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA https://t.co/g3yxAesQIU
333,Já ouviu ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ de Sylvio D'avila na #SoundCloud? #np https://t.co/LZ0l3tai1Q
334,"Venho comunicar a todos o seguinte:  O mosquito que me picou e transmitiu a zika foi encontrado morto esta manhã,... https://t.co/ZdoGDxlQ72"
335,"@majutrindade @isthatjunior cuidado que se o mosquito picar ele e DPS picar VC, VC vai ficar zika TB... Ta perigoso isso"
336,"Mata inseto elétrico ClearPassage.  Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/ouL1zPDLy8"
337,"O estado nao vai fazer nada pra você não contraia o zika, a culpa é sua por criar mosquito no seu bairro sem saneamento"
338,"Varjota: Proliferação do mosquito da dengue, chikungunya e zika, uma das maiores do Ceará  Leia mais... https://t.co/YAXlgM12l1"
339,"Adicionei um vídeo a uma playlist @YouTube https://t.co/yrqn7UXjhT fazer um repelente caseiro contra o mosquito da Dengue, Zika"
340,☆ On:Off ★: Mosquito da Zika cor de rosa é encontrado em SP Mo... https://t.co/sdbX8CgTda
341,'zika virus e transmitido por beijo'  quem q vai beija um mosquito irmao
342,"Mosquito do demo, estou com ZICA"
343,"@flysterico OBRIGADAAA,, KKKKKKJJKKKK MINHA MAE DISSE Q TO PARECENDO O MOSQUITO DA DENGUE AI JESUS SOU MUITO ZIKA SIM"
344,A amiga fala pra colega LOIRA:-Disseram q p zika vírus pode ser transmitido pelo beijo.E A LOIRA...-Mais quem vai beijar um mosquito
345,Olha o que ela disse: 'Porque o mosquito transmite essa doença ( Zika vírus ) porque ele coloca um ovo. Esse ovo... https://t.co/XbAYcrP5IU
346,"@UOLNoticias Se o mosquito que transmite a zica picar o Cunha, morre."
347,vixi..... ZICA VIRUZ ... cientistas afirmam que mosquito da dengue evolui !..   uma pergunta? Então os mosquitos... https://t.co/AsXRU8gbwS
348,@MelkydeJesus @ForaCu_nha @UOLNoticias foi o Cunha que transmitiu a zica para o mosquito.
349,"'Municípios não receberam condições para enfrentar mosquito', diz sec. de Saúde de PE https://t.co/dabeTibODz #zika https://t.co/KNUOH6gw5v"
350,hoje fui picado por tantos mosquitos que acho que se eu ficar com zika virus ou dengue ainda é pouco
351,"Tanto mosquito me picou hoje, acho que to com zika"
352,q nome zoado pra um mosquito zika
353,Calor no quarto: Ventilador faz muito barulho  Abrir janela mosquito zika virus  Como proceder?
354,Eu dormi uns dias aí apareceu um mosquito chamado ZIKA. Tá SERTO.  https://t.co/g1WrEkQNc7
355,"Repelente caseiro afasta o mosquito da Dengue, Zika e Chikungunya Dica É Notícia Meriti - Repelente baixo custo... https://t.co/S0SYMtJmtA"
356,to sendo picado por muito mosquito  daqui a pouco sou picado pelo mosquito zika la se eu aparece chavoso na tl ces ja sabem o que aconteceu
357,o mosquito é zika mas sera que ele saber mandar aquele?
358,"@renanvp_ ta tirando os mosquitos em Nanan, os caras são Zika, tudo parça, meça suas palavras kkkkkkkkkkkkkkkkkkkkkk"
359,aquele cantor que vem acompanhado de mosquito da dengue o zica santacruz
360,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/jTvgteIHmo MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
361,Os cientistas dão duro pra produzir um mosquito que vai ajudar a acabar com o zika vírus e a mulher fala 'Graças a Deus' NÃAAAAAAAAAO
362,a mina parece o mosquito do zika vírus
363,Fiocruz testa 'DST de mosquito' para combater dengue e zika https://t.co/AMcyD3oWVm
364,MosquitoTransgênico - Zika e Microcefalia - Qual a Relação? Recebi este vídeo da Deuza Avellar. Vale a pena... https://t.co/t0LirWNZt4
365,Agora um mosquito me morde eu fico com medo de pega zika ja
366,@TkcGames1 Mano Você sabe o motivo de ter um novo mosquito ? O tal de Zika Vírus
367,o medo de pegar zica é maior que tudo eu to matando todos os mosquito aqui famosos carapanas pra gente
368,Se pergunte pq @DilmaBR fala do Zika somente sobre o Mosquito? Ela ta querendo negociar veneno para alguém levaar algum? #TaEstranho.
369,Quer dizer que quem não é gestante pode ser picado a vontade e contrair o zika vírus? Tem que combater é oi mosquito https://t.co/1J735vDR6T
370,"Mais do que esperar ações do governo, bora fazer a nossa parte e eliminar os focos do mosquito? https://t.co/Olpuxenxls"
371,Governo distribuirá repelente a grávidas contra o mosquito da dengue e zika https://t.co/omxnvC2ih8
372,Vou dormir... To sentindo que alguns mosquitos me atacaram 😮😮😮 prevendo a zica tour
373,"Moradores do Bairro novo, em Olinda, denunciam criadouros do mosquito Aedes aegypti, transmissor da dengue, zica... https://t.co/HvXDVSlDbA"
374,"Guillain-Barré cresce em ao menos 6 estados; relação com zika é estudada - https://t.co/OHLg7Mqek2 O mosquito derrubando a Dilma, @roxmo"
375,"um mosquito acabou de passar de R1 aqui mlk, o cara é zika do bagulho"
376,"Plano de Mobilização contra o mosquito da Dengue, Chikungunya e Zika será lançado em Serra Talhada... https://t.co/pDAMlD45s1"
377,Mosquitos de zika e dengue viram comida de peixe no interior de Pernambuco https://t.co/taFPrYHGvF
378,"Entendendo sobre a doença do mosquito, 'Zica' Com vocês, quem entende do assunto: https://t.co/AEMlRTAf00"
379,Gostei de um vídeo @YouTube https://t.co/REK7Qc8QxR VERDADE SOBRE A FARSA DO ZIKA VÍRUS TRANSMITIDO PELO MOSQUITO DA DENGUE
380,@RodP13 @SandraRezende13 DENGUE Mosquito Frankenstein? Zika e Microcefalia - Qual a Relação?https://t.co/3oHue9YBQ1 … … … …
381,Mosquito me picou aqui. Tá coçando real. Será que é dengue? Ou zica? Ai Jesus
382,"espero q esses, mosquitos q estam me picando n tenham Zica... 👀"
383,o bang Ta tão loko no país que até o mosquito virou zica .
384,"Vários mosquitos, maior medo de pegar zika!! 🙅❌"
385,Zika vírus pode ser transmitido de outras 4 formas além de picada de mosquito #mundo https://t.co/50xISqpBXp https://t.co/yNySOLlVzw
386,"Quase que meu amigo pega zika, por sorte eu estava por perto e matei o mosquito... Sabe, amigo é pra essas coisas. https://t.co/AV4NxG0yG8"
387,"Mas tem TANTO mosquito que, se eu pegar zika pela 2ª vez, nem vou ficar surpresa."
388,esses mosquitos são zika
389,"acho que fui picado pelo mosquito do zika vírus, to ouvindo uns funk bolado, comprei uns bonés, camisa xl"
390,@Sabreaparanoica os mosquitos chegam tocando baile de favela ja sei q é zika
391,Santa Rita declara guerra ao Zika Vírus e ao mosquito Aedes Aegypti: https://t.co/Zs2WSEyK6j https://t.co/GmXBTNVYEW
392,"06:00 da manhã, Gabriel vem me perguntar se o mosquito q mordeu ele, tem zica 😒😒👌"
393,"São José e Taubaté fazem levantamentos de criadouros do mosquito da dengue, chikungunya e zika https://t.co/sxG0OMXgIP"
394,Testando o novo mata mosquito da zica https://t.co/6DtoM8tQor
395,Ministro quer distribuir repelentes para grávidas se protegerem do zika https://t.co/KGCpTSkMtE
396,Só digo que esse tal de mosquito zika tá muito esquisito esse trem
397,Governo distribuirá repelente a grávidas contra o mosquito da dengue e zika https://t.co/StZG42q0tR
398,Milhões de mosquitos modificados soltos em 2014. Em 2015 a epidemia ficou maior e o mosquito é o vilão da zika e microcefalia. Coincidência?
399,Nosso maior problema  é a saúde pública do Brasília  O mosquito da Dengue. Zica e Chico...tem que atacar o... https://t.co/8HZe8r98Sy
400,"Bom dia! Hoje no Portal SAÚDE&amp;LIVROS, Dra. Albertina Duarte explica como se proteger do ZIKA, que ameaça,... https://t.co/jRIPXSHNQP"
401,Conheço vários leks que já são zica bem antes do mosquito transmitir isso. 👌
402,Esse mosquito é zika mano...
403,Gente Não Brinquem Com o Perigo Faça a Sua Parte Para Vencer o Mosquito Transmissor Do Zika Chinkungunya e Dengue*v* https://t.co/k3RHX1F0We
404,Secretário Gabbardo fala sobre o combate ao mosquito transmissor da dengue e do zika vírus. #Atualidade
405,"Se mosquito transmite zika depois de picar alguém infectado, pq não passa AIDS??????? https://t.co/SBIbw99zFe"
406,Zika é transmitido pelo leite? Há vacina contra o vírus? Tire dúvidas- BOM SABER P/SE PROTEGER https://t.co/eGALxaN8Lj via @UOLNoticias @UOL
407,tanto mosquito nessa porra desse ministério do trabalho que minha vitoria vai se sair daqui sem dengue zika chyspunguna um pucima do otro
408,"Chocada com discurso da nossa Presidenta, que disse que o vírus da Zika se transmite através do ovo contaminado do mosquito. Piada??"
